director,actor1Name,actor2Name,actor3Name,duration,contentRating,net_revenue,imdbScore
"René Féret","Nicolas Giraud","Clovis Fouin","Marie Féret",120,,706622,6.4
"Barry Skolnick","Jason Statham","Jason Flemyng","Danny Dyer",99,R,-2407809,6.5
"Johnnie To","Simon Yam","Anthony Chau-Sang Wong","Josie Ho",110,R,-34950587,7.3
"Mateo Gil","Sam Shepard","Dominique McElligott","Stephen Rea",102,R,199652,6.6
"Lukas Moodysson","Oksana Akinshina","Artyom Bogucharskiy","Lyubov Agapova",109,R,181655,7.9
"Agnieszka Wojtowicz-Vosloo","Liam Neeson","Josh Charles","Chandler Canterbury",104,R,-4391771,5.9
"Kabir Sadanand","Jimmy Shergill","Sana Saeed","Dimple Kapadia",134,,0,4.7
"Milos Forman","Scatman Crothers","Michael Berryman","Louise Fletcher",133,R,107600000,8.7
"Peter DeLuise","Katherine McNamara","Dove Cameron","Braeden Lemasters",85,PG,-4400000,5.9
"Mel Brooks","Sid Caesar","Dom DeLuise","Bernadette Peters",87,PG,-4400000,6.7
"Raja Menon","Nimrat Kaur","Sameer Ali Khan","Purab Kohli",130,,-4400000,8.5
,"Zack Ward","Jonathan Crombie","Megan Follows",199,TV-G,0,8.4
"Ernie Barbarash","Michael Jai White","Michael J. Morris","Lateef Crowder",103,R,-4491309,5.8
"Nick Love","Hayley Atwell","Ray Winstone","Alan Ford",112,R,-2973655,6.1
"Jonathan Glazer","Ray Winstone","James Fox","Amanda Redman",89,R,6940281,7.3
"Daniel Espinosa","Fabian Bolin","Fares Fares","Matias Varela",124,R,188870,6.7
"Niki Caro","Keisha Castle-Hughes","Rawiri Paratene","Tammy Davis",101,PG-13,14772796,7.6
"R. Balki","Vidya Balan","Abhishek Bachchan","Paresh Rawal",133,,-149800772,7.2
"Ivan Engler","Yangzom Brauen","Claude-Oliver Rudolph","Anna Katharina Schwabroh",112,,-4500000,6.2
"Joe Wright","Hugh Jackman","Cara Delevingne","Nonso Anozie",111,PG,-115035182,5.8
"Kenny Ortega","Lucas Grabeel","Corbin Bleu","Olesya Rulin",98,TV-G,-4200000,5.2
,"Dorian Missick","Daniella Alonso","Ellen Barkin",60,,0,8.1
"Richard Kwietniowski","Jason Priestley","Maury Chaykin","Danny Webb",93,PG-13,2542264,7.1
"Timur Bekmambetov","Konstantin Khabenskiy","Aleksey Chadov","Zhanna Friske",104,R,-2712523,6.5
"Neil Jordan","Jim Broadbent","Miranda Richardson","Stephen Rea",112,R,60249000,7.3
"Bob Clark","Art Hindle","Susan Clark","Tony Ganios",94,R,101500000,6.2
"George A. Romero","Julian Richings","Shawn Roberts","Kathleen Munroe",90,R,-3898945,5
"George A. Romero","Judith O'Dea","Duane Jones","S. William Hinzman",96,Unrated,-114000,8
"Sofia Coppola","Scarlett Johansson","Bill Murray","Catherine Lambert",101,R,40566004,7.8
"Woody Allen","Woody Allen","Carol Kane","Shelley Duvall",93,PG,35200000,8.1
"Cecil B. DeMille","Gloria Grahame","Dorothy Lamour","Cornel Wilde",152,"Not Rated",32000000,6.7
"Ridley Scott","Christian Bale","María Valverde","Ben Mendelsohn",150,PG-13,-74992955,6.1
"Marc Forster","Heath Ledger","Peter Boyle","Marcus Lyle Brown",112,R,27252964,7.1
"Henry Hobson","Joely Richardson","J.D. Evermore","David A Cole",95,PG-13,-8368825,5.6
"Mike Figgis","Nicolas Cage","Valeria Golino","Julian Sands",111,R,28368347,7.6
"Duane Journey","Molly C. Quinn","Lara Flynn Boyle","Lochlyn Munro",86,,-4500000,4.3
"Dan O'Bannon","Linnea Quigley","Clu Gulager","Beverly Randolph",108,R,-4000000,7.3
"Billy Wilder","Austin Pendleton","Harold Gould","David Wayne",105,PG,-4000000,7.3
"Rob Cohen","Ryan Guzman","Hill Harper","Adam Hicks",91,R,31385560,4.6
"Carol Reed","Gina Lollobrigida","Katy Jurado","Sidney James",105,Approved,-4000000,6.8
,"Holly Hunter","Dylan Minnette","Bokeem Woodbine",60,TV-MA,0,7.5
"Lisa Cholodenko","Josh Hutcherson","Mia Wasikowska","Yaya DaCosta",106,R,17303237,7.1
"John Carpenter","Meg Foster","Peter Jason","George 'Buck' Flower",93,R,9008928,7.3
"John Sturges","James Coburn","Donald Pleasence","Gordon Jackson",172,Approved,-4000000,8.3
"William Arntz","Marlee Matlin","Elaine Hendrix","Armin Shimerman",109,Unrated,10941801,5.4
"Ed Gass-Donnelly","Muse Watson","Spencer Treat Clark","Ashley Bell",93,PG-13,10152879,4
"Richard Linklater","Ellar Coltrane","Lorelei Linklater","Libby Villari",165,R,21359200,8
"Woody Allen","Scarlett Johansson","Kevin McNally","Geoff Bell",96,PG-13,6515579,6.7
"Tim Burton","Cary-Hiroyuki Tagawa","Estella Warren","Erick Avari",119,PG-13,80011740,5.7
"DJ Pooh","Angell Conwell","Dr. Dre","DJ Pooh",93,R,6097096,4.6
"DJ Pooh",Mo'Nique,"Mike Epps","Faizon Love",82,R,3821335,4
"Wayne Kramer","Estella Warren","Paul Sorvino","Shawn Hatosy",101,R,5043880,7
"John Huston","Montgomery Clift","Kevin McCarthy","Thelma Ritter",120,Approved,-4000000,7.4
"Patrick Stettner","Robin Williams","Joe Morton","Rory Culkin",81,R,3825820,5.9
"James Melkonian","Vincent Pastore","William Hickey","Peter Appel",82,R,7557877,4.6
"Wes Craven","Frank Grillo","Emily Meade","Zena Grey",107,R,-10362510,4.8
"J.A. Bayona","Geraldine Chaplin","Belén Rueda","Fernando Cayo",105,R,3759147,7.5
"Michael Tiddes","Ashley Rickards","Essence Atkins","Gabriel Iglesias",86,R,13314483,4.7
"Roger Avary","Ian Somerhalder","Faye Dunaway","Clifton Collins Jr.",110,R,2525762,6.7
"Alfred Hitchcock","Roscoe Lee Browne","John Vernon","Philippe Noiret",127,M,-4000000,6.3
"Bob Odenkirk","Dylan Baker","Chi McBride","Amy Hill",90,R,4613815,6
"Allison Anders","Salma Hayek","Alicia Witt","Lili Taylor",110,R,301331,6.7
"Steven Shainberg","Jeremy Davies","Stephen McHattie","Lesley Ann Warren",104,R,46737,7.1
"Rick de Oliveira","Laura Ramsey","Alan Taylor","Benjamin Fletcher",96,R,-4286998,2.7
"Oliver Stone","Michael Wincott","Zach Grenier","Bill Johnson",110,R,-531428,7.3
"Christopher Guest","Catherine O'Hara","Fred Willard","Larry Miller",84,R,-1107418,7.6
"Jeff Franklin","Ivana Milicevic","Tyra Banks","Bridgette Wilson-Sampras",94,R,-1200000,5.8
"John Dahl","Philip Baker Hall","Aaron Hughes","Jayne Eastwood",93,R,-1573149,6.5
"Mike Mills","Kelli Garner","Lou Taylor Pucci","Nancy O'Dell",96,R,-2674927,6.6
"Kevin Smith","Anna Gunn","Michael Angarano","Stephen Root",88,R,-4000000,6.2
"Dave McKean","Stephanie Leonidas","Gina McKee","Rob Brydon",101,PG,-3135041,6.9
"Ron Fricke","Collin Alfredo St. Dic","Balinese Tari Legong Dancers","Puti Sri Candra Dewi",102,PG-13,-1398153,8.5
"Ruggero Deodato","Michael Berryman","Eva LaRue","Richard Lynch",87,R,-3200000,4.8
"Gavin Wiesen","Michael Angarano","Blair Underwood","Rita Wilson",83,PG-13,1429260,6.6
"Mora Stephens","Ray Winstone","Alexandra Breckenridge","Elena Satine",103,R,-4500000,5.7
"Mars Callahan","Chazz Palminteri","Ricky Schroder","Ernie Reyes Jr.",99,R,-3437941,7
"Mike Figgis","Kelly Macdonald","Saffron Burrows","Julian Sands",106,R,-3600207,5.4
"Leos Carax","Kylie Minogue","Leos Carax","Denis Lavant",115,"Not Rated",0,7.1
"David Gordon Green","Nicolas Cage","Tye Sheridan","Ronnie Gene Blevins",117,R,-3628103,6.9
"Stefan Schwartz","Peter McNamara","Dan Futterman","Ralph Ineson",99,PG,-2697796,6.6
"Renny Harlin","Viggo Mortensen","Lane Smith","Hal Landon Jr.",102,R,-945296,5.9
"Robert Lee King","Lauren Ambrose","Kathleen Robertson","Beth Broderick",85,Unrated,-1234893,6.3
"Kevin Allen","Craig Ferguson","Frances Fisher","Mary McCormack",86,R,-3814423,6.3
"Jorge Ramírez Suárez","Hector Kotsifakis","Adriana Barraza","Arcelia Ramírez",120,PG-13,-3899588,7.7
"David Schwimmer","Noah Emmerich","Jordan Trovillion","Zoe Levin",106,R,-9441786,7
"Barry Levinson","Anna Friel","Brían F. O'Byrne","Pauline McLynn",103,R,-13924922,6.3
"Sam Miller","Rachel Griffiths","Alan Williams","Rob Jarvis",93,R,-2435641,5.9
"Anne Fontaine","Robin Wright","Naomi Watts","Ben Mendelsohn",112,R,-15682875,6.2
"Dan Ireland","Salma Hayek","Danny Arroyo","Olivia d'Abo",100,R,-4000000,5
"Fernando León de Aranoa","Luis Tosar","Enrique Villén","Aida Folch",113,R,-3853598,7.7
"Jim Mickle","Connor Paolo","Michael Cerveris","Nick Damici",98,R,-631531,6.5
,"Doug Brochu","Tiffany Thornton","Brandon Mychal Smith",23,TV-G,0,6.1
"Stephen Kay","Keanu Reeves","Marg Helgenberger","Gretchen Mol",92,R,-3987164,5.8
"Karim Aïnouz","Wagner Moura","Clemens Schick","Jesuíta Barbosa",106,Unrated,-3979738,6.1
"Sam Levinson","George Kennedy","Ezra Miller","Demi Moore",119,R,-4000000,6
"Julian Gilbey","Ed Speleers","Eamonn Walker","Sean Harris",99,R,-4000000,6.3
"Vincenzo Natali","David Hewlett","Angelo Tsarouchas","Marie-Josée Croze",90,R,0,6.3
"Aleksandr Veledinskiy","Konstantin Khabenskiy","Elena Lyadova","Eugenia Khirivskaya",120,,-4000000,7.5
"Peter H. Hunt","Blythe Danner","Ken Howard","Howard Caine",168,PG,-4000000,7.6
"Ruba Nadda","Saad Siddiqui","Bonnie Lee Bouman","Fadia Nadda",93,R,-3995937,5.2
"Howard Hughes","Jean Harlow","Marian Marsh","James Hall",96,Passed,-3950000,7.8
"Edward Burns","Debra Messing","Rosemarie DeWitt","Peter Jacobson",103,,-4000000,6.6
"Phil Joanou","Lily Rabe","Shannon Woodward","Kira McLean",93,R,-4000000,4.7
"Sean Byrne","Robin McLeavy","Jessica McNamee","Victoria Thaine",84,R,0,6.7
"Chris Stokes","Kristen Quintrall","Rachel Sterling","Black Thomas",81,R,-4000000,4.2
"Mark Griffiths","Eric Mabius","Gina Holden","Brooke D'Orsay",84,TV-G,-4000000,6.3
"Bruce Macdonald","Rachel Hendrix","Cheryl Ladd","Diana Vickers",94,PG,-4000000,4.7
"Timur Bekmambetov","Morgan Freeman","Ayelet Zurer","Moises Arias",141,PG-13,-100000000,6
"Fred Zinnemann","Robert Shaw","Susannah York","Paul Scofield",120,Approved,-2000000,7.9
"Sidney Lumet","Robert Duvall","Faye Dunaway","William Holden",121,R,-3800000,8.1
"Victor Fleming","Hattie McDaniel","George Reeves","Thomas Mitchell",226,G,194678278,8.2
"Richard Raymond","Tom Cullen","Reece Ritchie","Marama Corlett",104,PG-13,-3856347,6
"Sam Peckinpah","James Coburn","Slim Pickens","Warren Oates",152,Approved,-3785127,6.8
"Alan Jacobs","Snoop Dogg","Laz Alonso","Nicholas Gonzalez",92,R,0,7.3
"George Sidney","Keenan Wynn","Howard Keel","Betty Hutton",107,Passed,4231215,7
"Christopher Morris","Kayvan Novak","Riz Ahmed","Alex Macqueen",97,R,304137,7.3
"Andrucha Waddington","Fernanda Montenegro","Seu Jorge","Fernanda Torres",115,R,-8000000,7.5
"Peter Stebbings","Michael Kelly","Tony Nappo","Charlotte Sullivan",95,R,-3462394,6.8
"Vincente Minnelli","Gladys Cooper","Reginald Owen","Ellen Ross",102,Approved,-744000,7.1
"Dagur Kári","Alice Olivia Clarke","Susan Blommaert","Stephen Henderson",99,R,-3780041,6.9
"Nicholas Hytner","Dominic Cooper","Russell Tovey","James Corden",109,R,706659,6.9
"Jaume Collet-Serra","Liam Neeson","Frank Langella","Aidan Quinn",113,PG-13,31094903,6.9
,"David Ogden Stiers","Jamie Farr","Mike Farrell",25,TV-PG,0,8.4
"John Schlesinger","Brenda Vaccaro","Barnard Hughes","John McGiver",113,X,-3600000,7.9
"Peter Cattaneo","Tom Wilkinson","Mark Addy","Lesley Sharp",91,R,42357453,7.2
"Jim Abrahams","Peter Graves","Lloyd Bridges","Barbara Billingsley",88,PG,79900000,7.8
"Kevin Carraway","Michael Jai White","Max Ryan","Jon Osbeck",88,R,-5000000,3.5
"F. Gary Gray","Nia Long","John Witherspoon","Tony Cox",97,R,24400000,7.3
"Albert Hughes","Jada Pinkett Smith","Larenz Tate","Khandi Alexander",97,R,24400000,7.5
,"Ta'Rhonda Jones","Gabourey Sidibe","Malik Yoba",42,TV-14,0,7.8
"Michael Gornick","George Kennedy","Holt McCallany","Dorothy Lamour",85,R,10500000,6
"Sam Peckinpah","Slim Pickens","Jason Robards","L.Q. Jones",121,R,-3716946,7.3
"Richard Brooks","John Forsythe","Robert Blake","Will Geer",134,Approved,-3500000,8
"Fred Zinnemann","Colleen Dewhurst","Peter Finch","Beatrice Straight",149,"Not Rated",-3500000,7.6
"Jack Smight","Janet Leigh","Robert Wagner","Shelley Winters",121,"Not Rated",-3500000,7
"Alfred Hitchcock","Bernard Cribbins","Jean Marsh","Clive Swift",116,R,-2000000,7.5
"Robert Eggers","Julian Richings","Kate Dickie","Ralph Ineson",92,R,21638292,6.8
"Michael Martin","Joe Estevez","Master P","Anthony Johnson",93,R,6805534,3.9
"Edward Burns","John Mahoney","Frank Vincent","Michael McGlone",96,R,5949219,6.1
"Bill Condon","Brendan Fraser","Lynn Redgrave","Kevin J. O'Connor",105,R,2890032,7.5
"Juan José Campanella","Ricardo Darín","Soledad Villamil","Guillermo Francella",129,R,18167424,8.2
"George A. Romero","Greg Nicotero","John Amplas","Joseph Pilato",87,Unrated,-3500000,7.2
"Gideon Raff","Gideon Emery","Gloria Votsis","Derek Magyar",94,R,0,4.8
"Sam Raimi","Ted Raimi","Dan Hicks","Kassie Wesley DePaiva",37,X,2323044,7.8
"Louis C.K.","Wanda Sykes","J.B. Smoove","Robert Vaughn",81,PG-13,293258,5.2
"Anthony C. Ferrante","Ian Ziering","John Heard","Cassandra Scerbo",97,TV-14,-1000000,3.3
"Salvador Carrasco","Elpidia Carrillo","Zaide Silvia Gutiérrez","Damián Delgado",106,R,-2613590,6.8
"André Øvredal","Otto Jespersen","Johanna Mørck","Glenn Erland Tosterud",103,PG-13,-19647348,7
"Robert Cary","Frances Conroy","Fred Willard","Kevin Sussman",101,R,-3279766,6.5
"Akiva Schaffer","Will Forte","Nicholas Braun","Rosemarie DeWitt",102,R,-33649447,5.7
"Adam Rapp","Zooey Deschanel","Will Ferrell","Dallas Roberts",98,R,-3398772,6.4
"Angela Robinson","Jordana Brewster","Geoff Stults","Scoot McNairy",91,PG-13,-3403207,5.3
"Warren P. Sonoda","Diahann Carroll","Mykel Shannon Jenkins","Lara Jean Chorostecki",105,PG-13,-3376223,4.7
"Amanda Gusack","Alice Krige","Christian Campbell","Blaine Anderson",98,,-3500000,6.1
"Avi Nesher","Fisher Stevens","Elizabeth Berkley","Robert Townsend",104,R,-1000000,5.5
,"James Nesbitt","Ash Cook","Genevieve O'Reilly",45,,0,7.3
"Charles Adelman","Teri Polo","Kevin Pollak","Jere Burns",96,,-3500000,4.8
"Jay Oliva","Michael Emerson","Mark Valley","Grey Griffin",148,PG-13,-3500000,8.4
"Charles Ferguson","Jane Goodall","Jerry Brown","Peter Agnefjall",100,,-3470767,7
"Uwe Boll","Bashar Rahal","Shelly Varod","Ralitsa Paskaleva",86,R,-3500000,3.3
"Mark Young","Alexa PenaVega","Jake Busey","Lew Temple",92,"Not Rated",-3500000,5.4
"Daniel Petrie Jr.","Chris Brochu","Jeff Fahey","Rita Wilson",88,,-3500000,4.8
"Antonio Simoncini","Ray Winstone","Joe Egan","Glen Murphy",90,R,-3440000,3.1
"Mel Brooks","Madeline Kahn","Harvey Korman","Dick Van Patten",94,PG,-3400000,6.7
"Luc Jacquet","Morgan Freeman","Sofie Gråbøl","Romane Bohringer",80,G,69413017,7.6
"J.C. Chandor","Kevin Spacey","Demi Moore","Ashley Williams",107,R,1854039,7.1
"Eldar Rapaport","Murray Bartlett","Adrian Gonzalez","Edward Conna",99,"Not Rated",0,6.1
"Clark Gregg","Anjelica Huston","Matt Gerald","Jonah Bobo",92,R,-73435,6.5
"Damien Chazelle","J.K. Simmons","Melissa Benoist","Chris Mulkey",107,R,9792000,8.5
"Fernando Meirelles","Alice Braga","Seu Jorge","Alexandre Rodrigues",135,R,4263397,8.7
"Justin Kerrigan","Danny Dyer","John Simm","Shaun Parkes",99,R,-2095743,7.1
"Nathan Frankowski","Corbin Bleu","Rus Blackwell","Luis Antonio",102,PG-13,-3400000,6.6
"Karen Moncrieff","James Franco","Bruce Davison","Piper Laurie",93,R,17311,6.7
"Thomas Vinterberg","Thomas Bo Larsen","Alexandra Rapaport","Hana Shuan",115,R,-3189032,8.3
"Bob Clark","Zack Ward","Darren McGavin","Scott Schwartz",94,PG,-4000000,8.1
"Alejandro Monteverde","Armando Riesco","Ramon Rodriguez","Eduardo Verástegui",91,PG-13,4808247,7.4
"Mark L. Lester","Roddy McDowall","Perry King","Timothy Van Patten",98,R,-4300000,6.6
"Jennifer Finnigan","Geoff Stults","Kenan Thompson","Josh Hopkins",97,,-3300000,4.5
"Eric Styles","Samantha Morton","Rupert Graves","Miriam Margolyes",92,R,-1992320,6.4
"Laurent Cantet","François Bégaudeau","Agame Malembo-Emene","Angélica Sancio",128,PG-13,3766595,7.5
"Roman Polanski","John Cassavetes","Mia Farrow","Charles Grodin",136,R,-2300000,8
"John Ford","Lee Marvin","Woody Strode","Vera Miles",113,Approved,-3200000,8.1
"Max Mayer","Peter Gallagher","Terry Walters","Amy Irving",99,PG-13,2277396,7.2
"Joshua Marston","Catalina Sandino Moreno","Wilson Guerrero","Yenny Paola Vega",101,R,3517198,7.5
"Mike Mills","Goran Visnjic","Lou Taylor Pucci","Mary Page Keller",105,R,2576314,7.2
"John Gulager","Krista Allen","Eric Dane","Henry Rollins",95,R,-3200000,6.4
"John Landis","John Belushi","Karen Allen","Tim Matheson",109,R,138600000,7.6
"Guy Hamilton","Honor Blackman","Gert Fröbe","Lois Maxwell",110,Approved,48100000,7.8
"Brandon Cronenberg","Sarah Gadon","Douglas Smith","Caleb Landry Jones",108,"Not Rated",-3200000,5.7
"Frank Capra","Donna Reed","Lionel Barrymore","Thomas Mitchell",118,PG,-3180000,8.6
"Danny Boyle","Kelly Macdonald","Shirley Henderson","Ewen Bremner",94,R,13001785,8.2
"Spike Lee","Bernie Mac","Cedric the Entertainer","Steve Harvey",115,R,35168022,6.6
"Tod Williams","Sprague Grayden","Molly Ephraim","Micah Sloat",98,R,81749884,5.7
"Kirk Jones","James Nesbitt","David Kelly","Fionnula Flanagan",91,PG,21788807,7.4
"Michael Moore","Michael Moore","Dick Clark","Bill Clinton",120,R,17244913,8
"Yimou Zhang","Li Gong","Daoming Chen","Ni Yan",109,PG-13,377420,7.3
"Jack Sholder","Clu Gulager","Robert Rusler","Marshall Bell",87,R,27800000,5.4
"James Ivory","Julian Sands","Rupert Graves","Denholm Elliott",117,Unrated,17966644,7.4
"James DeMonaco","Rhys Wakefield","Adelaide Kane","Chris Mulkey",85,R,61423650,5.7
"Scott Derrickson","Danielle Kotch","Victoria Leigh","James Ransone",110,R,45056940,6.8
"David Raynr","Nancy O'Dell","Mikki Padilla","Dayna Devon",113,R,16184015,5.4
"Richard Brooks","Burl Ives","Judith Anderson","Jack Carson",108,Approved,-3000000,8.1
"Ted Post","Linda Harrison","Gregory Sierra","Victor Buono",95,G,-3000000,6.1
"Charles Martin Smith","Kevin Zegers","Bill Cobbs","Michael Jeter",98,PG,21629916,5.1
"Kunihiko Yuyama","Veronica Taylor","Eric Stuart","Lisa Ortiz",93,G,-16000000,5.6
"Tom McLoughlin","Tony Goldwyn","Ron Palillo","Vincent Guastaferro",86,R,16472057,5.9
"David Lean","William Holden","Sessue Hayakawa","Jack Hawkins",161,PG,24200000,8.2
"Patrick Read Johnson","Ariana Richards","Royal Dano","Tonya Lee Williams",100,PG,12369573,5.3
"Alfred Hitchcock","Ed Lauter","Bruce Dern","William Devane",120,PG,-4490375,6.8
"Billy Wilder","Fred MacMurray","Ray Walston","David White",125,Approved,-3000000,8.3
"Adam Marcus","Kane Hodder","Leslie Jordan","Erin Gray",91,R,13435068,4.3
"Alfred Hitchcock","Tamara Toumanova","Lila Kedrova","David Opatoshu",128,Approved,-6000000,6.7
"Michel Gondry",Common,"Dave Chappelle","Lauryn Hill",100,R,8694528,7.2
"John Maclean","Michael Fassbender","Kodi Smit-McPhee","Ben Mendelsohn",84,R,229094,6.9
"Michael Schultz","Blair Underwood","LisaGay Hamilton","Bobby Brown",97,R,-3000000,6.6
"Benny Boom","Omari Hardwick","Donald Faison","Mike Epps",84,R,7017041,5.9
"Richard Brooks","Shirley Jones","Jean Simmons","Edward Andrews",146,Approved,-3000000,7.9
"Stanley Kramer","Maximilian Schell","Montgomery Clift","Spencer Tracy",186,"Not Rated",-3000000,8.3
"David Raynr","Donald Faison","Deon Richmond","Countess Vaughn",94,R,9016377,5.2
,"Matthew Senreich","Seth Green","Breckin Meyer",11,TV-MA,0,7.8
"Howard Hawks","Montgomery Clift","Walter Brennan","Harry Carey Jr.",126,Approved,-3000000,7.8
"Nnegest Likké",Mo'Nique,"Jimmy Jean-Louis","Joyful Drake",99,PG-13,4059537,3
"Richard Linklater","Seamus Davey-Fitzpatrick","Ariane Labed","Athina Rachel Tsangari",109,R,5114507,7.9
"Christopher Leitch","John Astin","Robert Neary","Kim Darby",95,PG,4888703,3.2
"Don Coscarelli","Angus Scrimm","A. Michael Baldwin","James Le Gros",97,R,4282851,6.5
"Michael Schultz","Loretta Devine","Kimberly Elise","Clifton Powell",94,R,6879730,6.9
"Patricia Cardoso","America Ferrera","Lupe Ontiveros","George Lopez",90,PG-13,2844929,7
,"Rachel Griffiths","Jessica De Gouw","Luke Ford",197,,-15000000,7.4
"Deepa Mehta","John Abraham","Lisa Ray","Seema Biswas",117,PG-13,3222857,7.8
"Damien O'Donnell","Archie Panjabi","Jimi Mistry","Om Puri",96,R,2270647,6.9
"Peter M. Cohen","Callie Thorne","Brian Van Holt","David Heyman",82,R,1142507,4.4
"Mira Nair","Indira Varma","Sarita Choudhury",Rekha,109,R,1109095,6
"Nicole Holofcener","Oliver Platt","Thomas Ian Nicholas","Ann Morgan Guilbert",90,R,4033268,6.6
"Mel Stuart","Peter Ostrum","Jack Albertson","Julie Dawn Cole",89,G,-3000000,7.8
"Anthony Hickox","Julian Sands","Zach Galligan","Paula Marshall",98,R,902679,5.3
"Tom Schulman","Kristy Swanson","George Hamilton","Dyan Cannon",95,R,559990,5.3
"Terrence Malick","Sam Shepard","Stuart Margolin","Richard Libertini",94,PG,-3000000,8
"Jill Sprecher","Matthew McConaughey","Rob McElhenney","Amy Irving",104,R,-1212565,7.1
"Darren Stein","Julie Benz","Judy Greer","Jeff Conaway",87,R,-428053,5.4
"Julian Schnabel","Gary Oldman","Michael Wincott","Courtney Love",108,R,-338009,6.9
"Noah Baumbach","Greta Gerwig","Grace Gummer","Vanessa Ray",86,R,4063238,7.4
"Gavin Hood","Terry Pheto","Nambitha Mpumlwana","Rapulana Seiphemo",94,R,-87637,7.3
"Todd Solondz","Philip Seymour Hoffman","Jon Lovitz","Dylan Baker",134,,0,7.8
"George Gallo","Eddie Griffin","Joe Howard","Robert Noble",89,R,-776010,6.6
"Kevin Smith","Johnny Depp","Haley Joel Osment","Michael Parks",102,R,-1178017,5.4
"Chan-wook Park","Min-sik Choi","Ji-tae Yu","Hye-jeong Kang",120,R,-818710,8.4
"David Nixon","Robyn Lively","Michael Bolten","Christopher Schmidt",110,PG,-651422,6.3
"Jason Eisener","Gregory Smith","Robb Wells","Molly Dunsworth",86,"Not Rated",-2296998,6.1
"Enrique Begne","Kevin Pollak","Héctor Jiménez","Erick Elias",101,R,105269,5
"Matthew Bright","Bokeem Woodbine","Dan Hedaya","Robert Peters",102,R,-3000000,6.9
"Michael Landon Jr.","William Morgan Sheppard","Kevin Gage","Brianna Brown",87,PG,-2747274,7.2
